3.5914,3.6932,7.6908
4.6025,4.4657,2.983
4.5566,4.4401,5.5418
7.5353,5.9306,2.8341
4.4883,5.9561,3.0349
5.6696,2.8313,4.2523
4.1769,5.8309,3.7431
2.912,6.3536,3.0026
4.3434,3.5652,4.1132
6.1952,4.4738,2.6132
3.0374,6.0792,6.2866
4.5745,3.7123,5.8232
5.8331,4.5388,7.0224
4.1412,5.7169,4.2659
3.268,5.2872,5.2694
4.5075,6.1761,3.8331
4.2168,3.4557,4.0709
5.7399,3.0375,4.4875
2.979,4.5335,5.8318
4.2284,4.5115,5.4751
5.8377,4.5335,4.8297
3.4952,3.1703,5.7651
4.3623,4.3571,4.1127
6.2998,5.263,6.1611
4.2031,6.0867,4.0655
3.9871,6.4923,5.6257
4.4105,5.4016,4.342
4.1692,4.2523,3.6885
5.6655,4.2857,6.6392
4.2332,6.6115,4.2341
4.8105,4.1676,4.3905
5.7649,4.1623,3.1894
4.7571,3.5004,7.5809
2.981,5.6696,6.1248
4.1667,4.1413,3.0289
3.4091,4.235,3.7288
4.1753,4.4882,4.2036
3.8217,4.7998,3.3391
4.4838,5.684,4.3655
3.4102,4.2351,4.6138
4.3812,4.2818,7.4087
4.0644,2.5766,6.4354
3.5582,3.8817,2.834
4.5387,6.2534,4.5514
3.4985,4.5531,6.3624
4.459,5.198,4.3858
4.5382,4.2723,4.0994
3.9116,6.3918,4.4453
6.0308,4.3366,4.1032
4.4547,3.6595,4.3809
4.2828,4.3563,5.1978
5.0801,4.1829,3.4625
5.9867,4.1726,6.0575
6.1118,3.5235,4.3463
4.2717,3.5418,4.2646
3.2444,5.72,5.824
6.5343,3.0065,4.488
5.8423,4.5095,4.0962
5.7906,2.9099,2.5269
5.9583,3.0361,2.9089
2.7018,5.8074,4.3156
4.1902,4.2114,2.7816
2.4235,3.7484,2.9879
6.2047,2.4707,4.2529
3.5445,4.2515,4.0318
4.3492,5.0799,3.0105
4.4029,4.2174,4.1417
4.1197,4.5849,7.2941
4.5394,3.0006,4.1721
5.5905,5.968,4.2422
4.1392,4.4706,3.1278
4.4011,4.3659,3.3912
4.3563,4.2348,2.8286
6.5523,4.233,4.4108
4.7528,5.2815,3.8205
4.5335,4.1424,5.2966
3.4141,4.3517,2.8852
5.1902,2.6662,4.6059
4.469,4.0421,4.1032
4.2807,3.931,6.6353
2.6495,4.2128,4.6462
4.7011,3.1199,6.6232
5.9615,3.1189,4.2514
5.5976,2.8106,6.2383
3.137,4.2223,4.4153
6.1806,5.734,4.1094
4.6333,4.3503,5.2491
3.7949,4.6557,4.5282
3.459,3.4187,4.1397
4.5665,6.0338,4.7898
6.7955,4.6064,6.7069
4.1161,4.0867,6.4385
4.5521,4.0703,4.3722
2.592,4.1917,4.3861
3.6048,5.8581,4.2456
3.4318,5.5878,4.2545
3.1052,4.8444,4.2839
5.5992,5.4653,4.4823
4.1125,2.6333,3.7655
4.8446,4.2905,4.8007
4.2348,3.9585,2.949
2.9072,7.0725,5.9233
6.0131,5.1691,2.9076
3.59,5.605,5.2324
4.5249,3.4103,5.7184
2.9948,4.3092,4.1253
4.3556,4.2832,4.1427
4.8356,3.5379,3.7873
4.519,6.006,4.1235
4.3617,3.3016,4.7073
4.2592,6.2318,2.5954
3.1204,5.8075,3.0955
3.1839,2.8356,5.6441
5.8948,4.7927,4.2455
4.4494,3.0658,4.2548
3.1922,3.0356,3.4138
4.2525,4.202,2.5021
5.9323,4.4381,4.427
2.798,4.1106,4.1776
5.3369,4.2254,4.5215
4.0805,5.5658,3.4981
5.8975,2.9867,4.5042
4.0698,3.0749,4.5846
4.2382,4.1763,4.8329
3.6075,4.2602,4.1435
3.0928,3.9611,3.9208
4.2984,4.2516,3.1246
3.4323,3.3678,3.5822
5.8756,3.0689,4.267
3.031,5.7612,4.1409
5.8803,4.1354,2.975
5.7629,3.6168,4.3413
4.2074,4.6239,6.0042
3.8885,4.0456,6.588
4.3554,4.1688,4.1112
4.6551,5.9071,3.2619
5.5026,4.6133,6.2324
5.8224,6.6285,4.239
4.2138,3.672,2.6463
4.2641,6.5656,4.3505
4.3564,3.6875,2.9943
7.2521,5.2263,4.6899
4.1397,4.5,5.2595
6.0051,4.5026,4.633
4.6993,4.0729,5.9254
4.253,5.5603,4.2603
3.7497,3.0318,5.5406
6.112,4.2653,4.1616
6.6531,3.8803,3.7457
3.0233,4.1733,2.4108
5.8947,4.201,3.0436
3.9226,4.172,4.4099
4.2676,6.4972,4.0495
4.2846,5.811,4.4995
4.2444,4.627,6.1045
2.8375,3.4987,5.9669
4.2252,4.2542,4.5804
5.4338,4.2013,4.3264
5.035,3.0422,5.4688
6.6236,5.6639,4.3278
4.2441,2.577,4.3557
4.6095,4.273,4.3706
2.6647,3.6228,3.8163
3.7041,4.1917,3.8197
3.4219,4.3263,3.4233
4.2328,3.2687,5.2962
3.3175,4.0814,2.4039
2.8387,4.1732,4.1657
2.5284,4.3079,5.9673
3.0178,4.2026,6.6247
3.9611,2.668,3.8663
6.0495,4.22,5.4072
4.5722,6.3674,4.3663
2.8391,3.106,4.0808
4.4025,4.155,4.2097
4.3738,3.1381,4.2104
5.4789,4.101,5.7928
3.9988,4.4141,6.4884
4.4502,3.9741,5.9769
2.9743,4.5105,2.6668
4.3352,4.5311,4.3578
4.365,3.3369,4.2334
3.0734,4.3619,3.6702
4.2834,7.014,4.1431
4.953,3.4667,4.1924
2.7392,4.0632,4.1414
4.186,5.7076,2.9831
2.5226,4.7514,4.4455
4.8896,4.0487,4.4258
6.138,4.35,3.6605
5.0797,4.3345,4.4109
4.2366,4.5106,5.4165
2.8406,5.7663,3.5012
4.3844,4.5185,4.4108
4.5469,4.3461,4.1005
4.3335,3.541,4.5864
4.3611,5.8972,4.3485
3.729,5.012,4.2548
3.6447,2.641,5.7929
3.6065,4.8011,6.2555
5.8293,4.5697,3.455
5.8562,4.4101,4.3926
2.6415,4.1755,3.0143
4.3767,5.4865,4.469
4.2338,4.4351,3.6676
4.3527,4.2021,4.4019
3.4954,5.5591,5.4866
5.7509,5.0476,4.9611
6.3669,4.14,2.523
4.2733,5.749,4.2118
4.7835,5.6045,3.6086
4.4147,4.1896,4.7062
4.0875,4.202,3.0949
3.8253,4.433,4.1301
6.1098,2.9846,3.6606
4.8635,4.2111,5.7924
3.2099,4.1278,5.7476
4.3559,3.58,4.1925
3.8022,3.6095,5.5846
5.7479,4.0928,4.3517
2.9998,4.4525,3.8175
4.2485,4.2546,3.6182
6.2158,6.4595,3.1217
4.2932,4.1479,5.6279
4.152,4.4823,3.6414
4.5411,4.0862,3.1452
3.93,4.693,4.8977
3.9821,6.2277,4.5185
6.2779,4.2847,5.7268
3.907,4.3774,4.7762
3.2265,3.1492,2.8957
2.6499,4.3559,6.9603
4.1253,3.2199,3.1836
7.2328,4.4534,4.489
6.0051,4.6192,4.4888
4.2887,3.9207,3.8102
3.1908,4.486,2.3171
4.1617,5.8287,2.852
4.6093,3.4657,6.7956
3.2016,3.4924,4.1399
4.5109,4.2889,3.1307
4.5739,4.606,4.5068
5.1036,4.5522,3.0261
4.2542,4.1411,5.0312
4.3181,4.3575,3.0865
4.3769,3.067,5.9254
4.3323,4.3331,3.283
4.6052,4.3485,4.3365
4.3356,4.3327,2.6953
6.2302,4.3329,5.7487
3.0752,4.1001,4.3628
4.1425,4.4538,4.284
5.4441,4.4887,3.1495
2.963,5.8977,4.4658
4.1246,4.3326,4.606
3.8094,4.0856,4.2634
2.6004,4.7405,4.4807
4.4958,5.7589,6.0133
4.2536,4.324,4.4449
4.3085,4.9428,4.168
4.6635,4.5339,4.141
2.9092,4.2443,3.1198
4.1258,4.1652,5.2328
4.3497,4.8071,5.4776
4.2119,4.4747,4.8297
3.314,5.0415,3.0013
2.9871,4.4661,4.5749
4.6359,4.511,5.8363
3.0941,4.0656,4.3353
3.4606,3.2186,4.3336
2.5986,4.1138,4.0323
6.2845,4.287,4.2336
2.991,4.3099,4.1088
6.2295,4.1213,4.3516
3.9785,3.5812,4.1489
7.1133,5.4674,4.7716
5.6424,4.0328,4.1314
3.6186,5.3588,3.9212
4.287,5.9869,4.779
3.2432,5.8729,3.5012
4.3268,4.1761,3.6062
5.1248,4.1613,5.5189
5.1686,5.7671,4.3325
3.0022,5.6703,5.0374
7.2025,3.9872,4.4906
2.3274,2.5765,4.3461
5.7176,5.6259,3.3766
2.9112,4.3616,4.2026
4.3284,4.0259,4.2353
4.5722,4.707,4.2839
6.289,6.1807,3.0304
6.6151,3.1289,4.3069
2.3117,4.2837,4.0319
3.3288,3.0016,5.1504
5.1706,3.9597,2.4764
6.2795,3.4441,3.5513
4.6356,4.329,4.2498
5.1236,4.252,5.8334
3.497,4.4684,4.5111
3.9312,3.8844,4.4813
5.2998,4.2175,4.249
2.8596,4.2827,5.0333
3.9044,5.8213,3.2341
4.8917,3.9625,6.3094
6.1327,2.8519,3.9843
4.2823,5.0972,2.9082
2.8051,3.6163,4.2284
3.2764,3.2848,4.0219
6.101,2.238,6.5613
3.5104,3.026,2.9629
3.5665,4.2822,4.4184
2.8292,5.6967,4.0004
